"Census Division
State",,"Number of
Consumers","Average Monthly
Braintree Electric Light Dept. Town of,,,Publicly Owned,"12,151",,,"8,577",,,,"103,625",,,8.28,,,,,,,,
Cambridge Electric Light Co,,,Investor-Owned,"39,363",,,"25,262",,,,"184,040",,,13.73,,,,,,,,
Chester Town of,,,Publicly Owned,557,,,426,,,,"3,496",,,12.19,,,,,,,,
Chicopee City of,,,Publicly Owned,"23,069",,,"13,856",,,,"172,297",,,8.04,,,,,,,,
Commonwealth Electric Company,,,Investor-Owned,"297,003",,,"280,646",,,,"1,855,794",,,15.12,,,,,,,,
Concord Town of,,,Publicly Owned,"6,172",,,"7,815",,,,"62,715",,,12.46,,,,,,,,
Danvers Town of,,,Publicly Owned,"9,721",,,"9,552",,,,"76,679",,,12.46,,,,,,,,
Fitchburg Gas & Elec Light Co,,,Investor-Owned,"23,148",,,"24,086",,,,"154,106",,,15.63,,,,,,,,
Georgetown Town of,,,Publicly Owned,"2,538",,,"2,523",,,,"23,921",,,10.55,,,,,,,,
Groton Town of,,,Publicly Owned,"3,873",,,"3,650",,,,"35,891",,,10.17,,,,,,,,
Groveland Town of,,,Publicly Owned,"2,164",,,"1,683",,,,"18,971",,,8.87,,,,,,,,
Hingham City of,,,Publicly Owned,"8,562",,,"7,765",,,,"72,591",,,10.70,,,,,,,,
Holden Town of,,,Publicly Owned,"5,992",,,"5,262",,,,"51,367",,,10.24,,,,,,,,
Holyoke City of,,,Publicly Owned,"14,174",,,"10,349",,,,"96,707",,,10.70,,,,,,,,
Hudson Town of,,,Publicly Owned,"9,506",,,"9,124",,,,"81,205",,,11.24,,,,,,,,
Hull Town of,,,Publicly Owned,"5,495",,,"3,736",,,,"32,260",,,11.58,,,,,,,,
Ipswich Town of,,,Publicly Owned,"5,716",,,"4,646",,,,"47,532",,,9.77,,,,,,,,
Littleton Town of,,,Publicly Owned,"5,426",,,"4,636",,,,"55,100",,,8.41,,,,,,,,
Mansfield Town of,,,Publicly Owned,"8,136",,,"8,532",,,,"64,000",,,13.33,,,,,,,,
Marblehead City of,,,Publicly Owned,"9,820",,,"8,016",,,,"71,313",,,11.24,,,,,,,,
Massachusetts Electric Co,,,Investor-Owned,"1,049,540",,,"887,178",,,,"7,699,899",,,11.52,,,,,,,,
Merrimac Town of,,,Publicly Owned,"2,413",,,"1,658",,,,"19,037",,,8.71,,,,,,,,
Middleborough Town of,,,Publicly Owned,"10,894",,,"8,408",,,,"94,244",,,8.92,,,,,,,,
Middleton Town of,,,Publicly Owned,"2,350",,,"2,374",,,,"26,959",,,8.81,,,,,,,,
Nantucket Electric Co,,,Investor-Owned,"9,601",,,"10,278",,,,"75,744",,,13.57,,,,,,,,
North Attleborough Town of,,,Publicly Owned,"10,964",,,"9,843",,,,"92,803",,,10.61,,,,,,,,
Norwood City of,,,Publicly Owned,"12,639",,,"5,976",,,,"79,439",,,7.52,,,,,,,,
Paxton Town of,,,Publicly Owned,"1,498",,,"1,916",,,,"13,442",,,14.25,,,,,,,,
Peabody City of,,,Publicly Owned,"19,605",,,"16,202",,,,"161,425",,,10.04,,,,,,,,
Princeton Town of,,,Publicly Owned,"1,345",,,"1,324",,,,"12,718",,,10.41,,,,,,,,
Reading Town of,,,Publicly Owned,"23,845",,,"24,468",,,,"213,351",,,11.47,,,,,,,,
Rowley Town of,,,Publicly Owned,"2,127",,,"1,710",,,,"19,453",,,8.79,,,,,,,,
Russell City of,,,Publicly Owned,428,,,371,,,,"3,280",,,11.31,,,,,,,,
Shrewsbury Town of,,,Publicly Owned,"12,862",,,"10,851",,,,"114,464",,,9.48,,,,,,,,
South Hadley Town of,,,Publicly Owned,"7,041",,,"6,410",,,,"56,647",,,11.32,,,,,,,,
Sterling Town of,,,Publicly Owned,"2,923",,,"2,735",,,,"24,184",,,11.31,,,,,,,,
Taunton City of,,,Publicly Owned,"29,827",,,"20,946",,,,"233,754",,,8.96,,,,,,,,
Templeton Town of,,,Publicly Owned,"2,817",,,"2,557",,,,"20,197",,,12.66,,,,,,,,
Wakefield Town of,,,Publicly Owned,"9,793",,,"8,200",,,,"66,880",,,12.26,,,,,,,,
Wellesley Town of,,,Publicly Owned,"8,724",,,"8,003",,,,"86,892",,,9.21,,,,,,,,
"State                                             Class of           Number of              Revenue                             Sales                     Average Revenue Electric Utility                                   Ownership        Consumers     (thousand dollars)    (thousand kilowatthours)     per kilowatthour
(cents)",,,,,,,,,,,,,,,,,,,,,,
West Boylston Mun Light Dept,,,Publicly Owned,"2,552",,,"2,028",,,,"21,243",,,9.55,,,,,,,,
Western Massachusetts Elec Co,,,Investor-Owned,"184,319",,,"174,881",,,,"1,388,860",,,12.59,,,,,,,,
Westfield City of,,,Publicly Owned,"14,984",,,"12,487",,,,"114,583",,,10.90,,,,,,,,
State Total,,,,"2,520,471",,,"2,240,984",,,,"17,961,333",,,12.48,,,,,,,,
Michigan,,,,,,,,,,,,,,,,,,,,,,
Alger-Delta Coop Electric Assn,,,Cooperative,"9,073",,,"4,619",,,,"44,000",,,10.50,,,,,,,,
Alpena Power Co,,,Investor-Owned,"13,676",,,"7,230",,,,"85,123",,,8.49,,,,,,,,
Baraga Village of,,,Publicly Owned,769,,,"1,260",,,,"17,184",,,7.33,,,,,,,,
Bay City City of,,,Publicly Owned,"17,536",,,"8,342",,,,"114,052",,,7.31,,,,,,,,
"Bayfield Electric Coop, Inc",,,Cooperative,41,,,15,,,,88,,,17.05,,,,,,,,
Charlevoix City of,,,Publicly Owned,"3,366",,,"1,333",,,,"17,664",,,7.55,,,,,,,,
Chelsea Village of,,,Publicly Owned,"1,691",,,954,,,,"12,854",,,7.42,,,,,,,,
"Cherryland Electric Coop, Inc",,,Cooperative,"26,663",,,"18,810",,,,"196,900",,,9.55,,,,,,,,
Clinton Village of,,,Publicly Owned,"1,030",,,868,,,,"7,789",,,11.14,,,,,,,,
Cloverland Electric Co-op,,,Cooperative,"16,679",,,"9,285",,,,"109,377",,,8.49,,,,,,,,
Coldwater Board of Public Util,,,Publicly Owned,"5,327",,,"3,360",,,,"35,592",,,9.44,,,,,,,,
Consumers Energy Co,,,Investor-Owned,"1,497,558",,,"947,657",,,,"11,813,350",,,8.02,,,,,,,,
Croswell City of,,,Publicly Owned,820,,,596,,,,"6,405",,,9.31,,,,,,,,
Crystal Falls City of,,,Publicly Owned,"1,354",,,559,,,,"7,617",,,7.34,,,,,,,,
Daggett Village of,,,Publicly Owned,150,,,50,,,,"1,200",,,4.17,,,,,,,,
Detroit City of,,,Publicly Owned,"1,558",,,"42,697",,,,"565,944",,,7.54,,,,,,,,
Detroit Edison Co,,,Investor-Owned,"1,930,478",,,"1,256,622",,,,"14,503,497",,,8.66,,,,,,,,
Dowagiac City of,,,Publicly Owned,"2,180",,,"1,093",,,,"17,237",,,6.34,,,,,,,,
Eaton Rapids City of,,,Publicly Owned,"2,254",,,"1,130",,,,"15,703",,,7.20,,,,,,,,
Edison Sault Electric Co,,,Investor-Owned,"18,639",,,"9,670",,,,"157,759",,,6.13,,,,,,,,
Escanaba City of,,,Publicly Owned,"6,226",,,"2,592",,,,"34,878",,,7.43,,,,,,,,
Gladstone City of,,,Publicly Owned,"2,832",,,"1,218",,,,"16,363",,,7.44,,,,,,,,
Grand Haven City of,,,Publicly Owned,"11,011",,,"5,907",,,,"73,181",,,8.07,,,,,,,,
Great Lakes Energy Cooperative,,,Cooperative,"101,840",,,"65,265",,,,"650,747",,,10.03,,,,,,,,
Harbor Springs City of,,,Publicly Owned,"2,798",,,"1,288",,,,"17,096",,,7.53,,,,,,,,
Hart Hydro City of,,,Publicly Owned,"1,026",,,507,,,,"6,916",,,7.33,,,,,,,,
Hillsdale Board of Public Wks,,,Publicly Owned,"5,031",,,"2,759",,,,"35,202",,,7.84,,,,,,,,
Holland City of,,,Publicly Owned,"21,141",,,"10,020",,,,"154,984",,,6.47,,,,,,,,
Indiana MIchigan Power Co,,,Investor-Owned,"104,906",,,"65,459",,,,"1,132,727",,,5.78,,,,,,,,
L'Anse Village of,,,Publicly Owned,957,,,363,,,,"4,970",,,7.30,,,,,,,,
Lansing City of,,,Publicly Owned,"82,644",,,"35,861",,,,"566,325",,,6.33,,,,,,,,
Lowell City of,,,Publicly Owned,"1,968",,,"1,091",,,,"14,462",,,7.54,,,,,,,,
Marquette City of,,,Publicly Owned,"13,232",,,"6,505",,,,"90,108",,,7.22,,,,,,,,
Marshall City of,,,Publicly Owned,"3,694",,,"2,502",,,,"25,163",,,9.94,,,,,,,,
Midwest Energy Cooperative,,,Cooperative,"29,464",,,"24,906",,,,"335,104",,,7.43,,,,,,,,
Negaunee City of,,,Publicly Owned,"2,039",,,892,,,,"11,281",,,7.91,,,,,,,,
Newberry Water & Light Board,,,Publicly Owned,"1,273",,,866,,,,"14,076",,,6.15,,,,,,,,
Niles City of,,,Publicly Owned,"6,138",,,"3,139",,,,"49,877",,,6.29,,,,,,,,
Northern States Power Co,,,Investor-Owned,"7,874",,,"4,053",,,,"52,818",,,7.67,,,,,,,,
Norway City of,,,Publicly Owned,"1,979",,,840,,,,"15,162",,,5.54,,,,,,,,
Paw Paw Village of,,,Publicly Owned,"1,550",,,705,,,,"10,118",,,6.97,,,,,,,,
Petoskey City of,,,Publicly Owned,"3,918",,,"1,631",,,,"19,841",,,8.22,,,,,,,,
Portland City of,,,Publicly Owned,"2,044",,,"1,484",,,,"17,011",,,8.72,,,,,,,,
Presque Isle Elec & Gas Coop,,,Cooperative,"28,990",,,"15,874",,,,"143,718",,,11.05,,,,,,,,
Sebewaing City of,,,Publicly Owned,"1,138",,,650,,,,"8,290",,,7.84,,,,,,,,
South Haven City of,,,Publicly Owned,"6,043",,,"2,708",,,,"38,275",,,7.08,,,,,,,,
St Louis City of,,,Publicly Owned,"1,578",,,813,,,,"10,607",,,7.66,,,,,,,,
Stephenson City of,,,Publicly Owned,405,,,162,,,,"2,403",,,6.74,,,,,,,,
Sturgis City of,,,Publicly Owned,"5,904",,,"3,522",,,,"47,643",,,7.39,,,,,,,,
The Ontonagon County R E A,,,Cooperative,"4,136",,,"2,317",,,,"19,901",,,11.64,,,,,,,,
Thumb Electric Coop of Mich,,,Cooperative,"9,609",,,"8,892",,,,"110,456",,,8.05,,,,,,,,
Traverse City City of,,,Publicly Owned,"7,280",,,"2,940",,,,"43,600",,,6.74,,,,,,,,
Tri-County Electric Coop,,,Cooperative,"22,160",,,"18,635",,,,"189,252",,,9.85,,,,,,,,
Union City Village of,,,Publicly Owned,"1,154",,,995,,,,"9,524",,,10.45,,,,,,,,
Upper Peninsula Power Company,,,Investor-Owned,"44,581",,,"26,250",,,,"265,398",,,9.89,,,,,,,,
Wakefield City of,,,Publicly Owned,"1,035",,,396,,,,"6,707",,,5.90,,,,,,,,
Wisconsin Electric Power Co,,,Investor-Owned,"23,381",,,"13,684",,,,"156,914",,,8.72,,,,,,,,
Wisconsin Public Service Corp,,,Investor-Owned,"7,884",,,"4,027",,,,"63,524",,,6.34,,,,,,,,
Wyandotte Municipal Serv Comm,,,Publicly Owned,"11,821",,,"7,240",,,,"78,743",,,9.19,,,,,,,,
Zeeland City of,,,Publicly Owned,"4,371",,,"2,064",,,,"32,098",,,6.43,,,,,,,,
State Total,,,,"4,147,897",,,"2,667,172",,,,"32,304,798",,,8.26,,,,,,,,
"State                                             Class of           Number of              Revenue                             Sales                     Average Revenue Electric Utility                                   Ownership        Consumers     (thousand dollars)    (thousand kilowatthours)     per kilowatthour
(cents)",,,,,,,,,,,,,,,,,,,,,,
Minnesota,,,,,,,,,,,,,,,,,,,,,,
Ada City of,,,Publicly Owned,852,,,,611,,,"11,176",,,5.47,,,,,,,,
Adrian Public Utilities Comm,,,Publicly Owned,519,,,,401,,,"6,649",,,6.03,,,,,,,,
Agralite Electric Cooperative,,,Cooperative,"4,362",,,,"5,598",,,"75,118",,,7.45,,,,,,,,
Aitkin Public Utilities Comm,,,Publicly Owned,"1,450",,,,710,,,"12,400",,,5.73,,,,,,,,
Alexandria City of,,,Publicly Owned,"6,768",,,,"3,990",,,"62,143",,,6.42,,,,,,,,
Alpha City of,,,Publicly Owned,66,,,,54,,,767,,,7.04,,,,,,,,
Alvarado City of,,,Publicly Owned,192,,,,151,,,"2,232",,,6.77,,,,,,,,
Anoka City of,,,Publicly Owned,"9,950",,,,"5,989",,,"73,528",,,8.15,,,,,,,,
Anoka Electric Coop,,,Cooperative,"93,924",,,,"72,917",,,"946,979",,,7.70,,,,,,,,
Arlington City of,,,Publicly Owned,860,,,,578,,,"7,799",,,7.41,,,,,,,,
"Arrowhead Electric Coop, Inc",,,Cooperative,"2,755",,,,"1,964",,,"25,836",,,7.60,,,,,,,,
Austin City of,,,Publicly Owned,"10,363",,,,"6,362",,,"77,611",,,8.20,,,,,,,,
Bagley Public Utilities Comm,,,Publicly Owned,516,,,,329,,,"6,934",,,4.74,,,,,,,,
Barnesville City of,,,Publicly Owned,"1,035",,,,"1,329",,,"12,216",,,10.88,,,,,,,,
Baudette City of,,,Publicly Owned,512,,,,329,,,"4,912",,,6.70,,,,,,,,
"Beltrami Electric Coop, Inc",,,Cooperative,"15,873",,,,"14,079",,,"251,148",,,5.61,,,,,,,,
Benson City of,,,Publicly Owned,"1,489",,,,749,,,"13,583",,,5.51,,,,,,,,
Bigelow City of,,,Publicly Owned,96,,,,58,,,765,,,7.58,,,,,,,,
Biwabik City of,,,Publicly Owned,659,,,,197,,,"3,693",,,5.33,,,,,,,,
Blooming Prairie City of,,,Publicly Owned,806,,,,878,,,"6,414",,,13.69,,,,,,,,
Blue Earth City of,,,Publicly Owned,"1,676",,,,999,,,"13,817",,,7.23,,,,,,,,
Blue Earth-Nicollet-Faribault,,,Cooperative,"11,062",,,,"11,918",,,"152,023",,,7.84,,,,,,,,
Brainerd Public Utilities,,,Publicly Owned,"6,081",,,,"2,766",,,"43,766",,,6.32,,,,,,,,
Breckenridge City of,,,Publicly Owned,"1,523",,,,815,,,"16,799",,,4.85,,,,,,,,
Brewster City of,,,Publicly Owned,222,,,,130,,,"2,012",,,6.46,,,,,,,,
Brown County Rural Elec Assn,,,Cooperative,"3,163",,,,"4,146",,,"65,892",,,6.29,,,,,,,,
Brownton City of,,,Publicly Owned,346,,,,224,,,"3,403",,,6.58,,,,,,,,
Buffalo City of,,,Publicly Owned,"3,694",,,,"2,264",,,"28,904",,,7.83,,,,,,,,
Buhl City of,,,Publicly Owned,445,,,,194,,,"3,032",,,6.40,,,,,,,,
Caledonia City of,,,Publicly Owned,"1,305",,,,696,,,"9,655",,,7.21,,,,,,,,
Ceylon City of,,,Publicly Owned,198,,,,92,,,"1,758",,,5.23,,,,,,,,
Chaska City of,,,Publicly Owned,"6,238",,,,"3,595",,,"54,903",,,6.55,,,,,,,,
Clearwater-Polk Elec Coop Inc,,,Cooperative,"3,598",,,,"3,676",,,"57,684",,,6.37,,,,,,,,
Cooperative L&P Assn Lake Cnty,,,Cooperative,"3,329",,,,"2,652",,,"34,571",,,7.67,,,,,,,,
Crow Wing Coop Power&Light Co,,,Cooperative,"33,349",,,,"22,002",,,"311,547",,,7.06,,,,,,,,
Dakota Electric Association,,,Cooperative,"82,326",,,,"60,088",,,"774,967",,,7.75,,,,,,,,
Darwin Village of,,,Publicly Owned,158,,,,100,,,"1,336",,,7.49,,,,,,,,
Delano Municipal Utilities,,,Publicly Owned,"1,483",,,,"1,023",,,"12,676",,,8.07,,,,,,,,
Detroit Lakes City of,,,Publicly Owned,"4,735",,,,"2,486",,,"48,906",,,5.08,,,,,,,,
Dunnell City of,,,Publicly Owned,93,,,,49,,,690,,,7.10,,,,,,,,
East Central Energy,,,Cooperative,"41,606",,,,"35,443",,,"435,631",,,8.14,,,,,,,,
East Grand Forks City of,,,Publicly Owned,"3,208",,,,"2,248",,,"33,311",,,6.75,,,,,,,,
Eitzen City of,,,Publicly Owned,121,,,,87,,,"1,181",,,7.37,,,,,,,,
Elbow Lake City of,,,Publicly Owned,665,,,,390,,,"5,740",,,6.79,,,,,,,,
Elk River City of,,,Publicly Owned,"6,036",,,,"3,910",,,"56,857",,,6.88,,,,,,,,
Ely City of,,,Publicly Owned,"1,987",,,,823,,,"13,000",,,6.33,,,,,,,,
Fairfax City of,,,Publicly Owned,585,,,,338,,,"6,188",,,5.46,,,,,,,,
Fairmont Public Utilities Comm,,,Publicly Owned,"5,129",,,,"2,924",,,"40,048",,,7.30,,,,,,,,
Federated Rural Electric Assn,,,Cooperative,"4,531",,,,"5,018",,,"83,373",,,6.02,,,,,,,,
Fosston City of,,,Publicly Owned,652,,,,600,,,"10,420",,,5.76,,,,,,,,
Freeborn-Mower Coop Services,,,Cooperative,"5,674",,,,"7,952",,,"103,432",,,7.69,,,,,,,,
Gilbert City of,,,Publicly Owned,889,,,,349,,,"5,467",,,6.38,,,,,,,,
Glencoe Light & Power Comm,,,Publicly Owned,"2,322",,,,"1,617",,,"21,514",,,7.52,,,,,,,,
Goodhue County Coop Elec Assn,,,Cooperative,"4,077",,,,"5,821",,,"72,237",,,8.06,,,,,,,,
Grand Marais City of,,,Publicly Owned,838,,,,495,,,"5,945",,,8.33,,,,,,,,
Grand Rapids Public Util Comm,,,Publicly Owned,"5,012",,,,"2,789",,,"40,796",,,6.84,,,,,,,,
Granite Falls City of,,,Publicly Owned,"1,405",,,,810,,,"12,412",,,6.53,,,,,,,,
Grove City City of,,,Publicly Owned,323,,,,268,,,"3,386",,,7.91,,,,,,,,
Halstad City of,,,Publicly Owned,271,,,,237,,,"4,522",,,5.24,,,,,,,,
Harmony City of,,,Publicly Owned,607,,,,246,,,"4,050",,,6.07,,,,,,,,
Hawley Public Utilities Comm,,,Publicly Owned,782,,,,534,,,"8,923",,,5.98,,,,,,,,
"H-D Electric Cooperative, Inc",,,Cooperative,12,,,,16,,,180,,,8.89,,,,,,,,
Head of The Lakes Elec Coop,,,Cooperative,493,,,,448,,,"4,969",,,9.02,,,,,,,,
Heartland Power Cooperative,,,Cooperative,38,,,,66,,,864,,,7.64,,,,,,,,
Henning City of,,,Publicly Owned,375,,,,194,,,"3,696",,,5.25,,,,,,,,
"State                                             Class of           Number of              Revenue                             Sales                     Average Revenue Electric Utility                                   Ownership        Consumers     (thousand dollars)    (thousand kilowatthours)     per kilowatthour
(cents)",,,,,,,,,,,,,,,,,,,,,,
Hibbing Public Utilities Comm,,,Publicly Owned,"6,145",,,,"3,410",,,"46,763",,,7.29,,,,,,,,
Hutchinson Utilities Comm,,,Publicly Owned,"5,606",,,,"3,207",,,"46,568",,,6.89,,,,,,,,
Interstate Power Company,,,Investor-Owned,"33,714",,,,"26,262",,,"295,687",,,8.88,,,,,,,,
Itasca-Mantrap Co-op Electrical Assn,,,Cooperative,"8,774",,,,"6,392",,,"87,972",,,7.27,,,,,,,,
Jackson City of,,,Publicly Owned,"1,362",,,,752,,,"13,266",,,5.67,,,,,,,,
Janesville City of,,,Publicly Owned,937,,,,252,,,"7,000",,,3.60,,,,,,,,
Kandiyohi City of,,,Publicly Owned,225,,,,124,,,"2,560",,,4.84,,,,,,,,
Kandiyohi Power Cooperative,,,Cooperative,"6,512",,,,"7,593",,,"93,639",,,8.11,,,,,,,,
Kasota City of,,,Publicly Owned,332,,,,230,,,"3,500",,,6.57,,,,,,,,
Kasson City of,,,Publicly Owned,"1,832",,,,"1,056",,,"14,632",,,7.22,,,,,,,,
Keewatin Public Utilities,,,Publicly Owned,541,,,,345,,,"5,440",,,6.34,,,,,,,,
Kenyon Municipal Utilities,,,Publicly Owned,756,,,,425,,,"5,923",,,7.18,,,,,,,,
Lake City City of,,,Publicly Owned,"2,535",,,,"1,569",,,"18,025",,,8.70,,,,,,,,
Lake Country Power,,,Cooperative,"42,012",,,,"30,722",,,"366,819",,,8.38,,,,,,,,
Lake Crystal City of,,,Publicly Owned,986,,,,673,,,"8,099",,,8.31,,,,,,,,
Lake Park City of,,,Publicly Owned,345,,,,204,,,"3,421",,,5.96,,,,,,,,
Lake Region Coop Elec'al Assn,,,Cooperative,"21,335",,,,"18,543",,,"252,639",,,7.34,,,,,,,,
Lakefield City of,,,Publicly Owned,791,,,,380,,,"7,160",,,5.31,,,,,,,,
Lanesboro Public Utility Comm,,,Publicly Owned,441,,,,143,,,"3,432",,,4.17,,,,,,,,
Le Sueur City of,,,Publicly Owned,"1,943",,,,980,,,"12,152",,,8.06,,,,,,,,
Litchfield Public Utilities,,,Publicly Owned,"2,664",,,,"1,473",,,"32,716",,,4.50,,,,,,,,
Luverne City of,,,Publicly Owned,"2,077",,,,"1,378",,,"18,362",,,7.50,,,,,,,,
Lyon-Lincoln Electric Coop Inc,,,Cooperative,"3,583",,,,"4,304",,,"59,198",,,7.27,,,,,,,,
Mabel City of,,,Publicly Owned,384,,,,158,,,"2,389",,,6.61,,,,,,,,
Madelia City of,,,Publicly Owned,960,,,,568,,,"7,626",,,7.45,,,,,,,,
Madison City of,,,Publicly Owned,855,,,,439,,,"8,655",,,5.07,,,,,,,,
Marshall City of,,,Publicly Owned,"5,181",,,,"2,726",,,"54,050",,,5.04,,,,,,,,
McLeod Cooperative Power Assn,,,Cooperative,"5,657",,,,"7,436",,,"94,366",,,7.88,,,,,,,,
Meeker Coop Light & Power Assn,,,Cooperative,"7,130",,,,"7,562",,,"107,693",,,7.02,,,,,,,,
Melrose Public Utilities,,,Publicly Owned,"1,189",,,,640,,,"16,524",,,3.87,,,,,,,,
Mille Lacs Electric Coop,,,Cooperative,"12,339",,,,"7,554",,,"92,567",,,8.16,,,,,,,,
Minnesota Power Inc,,,Investor-Owned,"109,717",,,,"64,108",,,"916,202",,,7.00,,,,,,,,
Minnesota Valley Coop L&P Assn,,,Cooperative,"4,991",,,,"7,000",,,"107,428",,,6.52,,,,,,,,
Minnesota Valley Electric Coop,,,Cooperative,"22,768",,,,"21,467",,,"274,184",,,7.83,,,,,,,,
Moorhead City of,,,Publicly Owned,"11,821",,,,"6,527",,,"133,841",,,4.88,,,,,,,,
Moose Lake Water & Light Comm,,,Publicly Owned,689,,,,361,,,"5,826",,,6.20,,,,,,,,
Mora City of,,,Publicly Owned,"1,513",,,,747,,,"10,914",,,6.84,,,,,,,,
Mountain Iron City of,,,Publicly Owned,700,,,,383,,,"6,218",,,6.16,,,,,,,,
Mountain Lake City of,,,Publicly Owned,888,,,,577,,,"7,837",,,7.36,,,,,,,,
Nashwauk City of,,,Publicly Owned,459,,,,211,,,"3,948",,,5.34,,,,,,,,
New Prague  Utilities Commission,,,Publicly Owned,"1,845",,,,984,,,"14,043",,,7.01,,,,,,,,
New Ulm Public Utilities Comm,,,Publicly Owned,"5,888",,,,"4,256",,,"44,789",,,9.50,,,,,,,,
Newfolden City of,,,Publicly Owned,166,,,,114,,,"2,012",,,5.67,,,,,,,,
Nielsville City of,,,Publicly Owned,45,,,,34,,,460,,,7.39,,,,,,,,
Nobles Cooperative Electric,,,Cooperative,"4,675",,,,"5,688",,,"83,379",,,6.82,,,,,,,,
North Branch Water&Light Comm,,,Publicly Owned,"1,414",,,,795,,,"8,862",,,8.97,,,,,,,,
North Itasca Electric Coop Inc,,,Cooperative,"2,290",,,,"2,996",,,"28,001",,,10.70,,,,,,,,
North St Paul City of,,,Publicly Owned,"5,570",,,,"3,428",,,"42,260",,,8.11,,,,,,,,
"North Star Electric Coop, Inc",,,Cooperative,"5,520",,,,"5,186",,,"74,846",,,6.93,,,,,,,,
Northern States Power Co,,,Investor-Owned,"1,012,766",,,,"650,332",,,"8,031,584",,,8.10,,,,,,,,
Northwestern Wisconsin Elec Co,,,Investor-Owned,69,,,,28,,,326,,,8.59,,,,,,,,
Olivia City of,,,Publicly Owned,"1,154",,,,701,,,"11,810",,,5.94,,,,,,,,
Ortonville City of,,,Publicly Owned,"1,068",,,,596,,,"12,341",,,4.83,,,,,,,,
Otter Tail Power Co,,,Investor-Owned,"46,389",,,,"31,580",,,"482,537",,,6.54,,,,,,,,
Owatonna City of,,,Publicly Owned,"9,142",,,,"5,772",,,"72,395",,,7.97,,,,,,,,
"P K M Electric Coop, Inc",,,Cooperative,"3,371",,,,"4,584",,,"70,909",,,6.46,,,,,,,,
People's Cooperative Services,,,Cooperative,"13,895",,,,"13,627",,,"184,286",,,7.39,,,,,,,,
Peterson City of,,,Publicly Owned,120,,,,101,,,"1,234",,,8.18,,,,,,,,
Pierz City of,,,Publicly Owned,549,,,,256,,,"3,408",,,7.51,,,,,,,,
Preston Public Utilities Comm,,,Publicly Owned,658,,,,380,,,"5,019",,,7.57,,,,,,,,
Princeton Public Utils Comm,,,Publicly Owned,"1,854",,,,"1,105",,,"14,004",,,7.89,,,,,,,,
Proctor Public Utilities Comm,,,Publicly Owned,"1,197",,,,638,,,"10,642",,,6.00,,,,,,,,
Randall City of,,,Publicly Owned,235,,,,152,,,"2,541",,,5.98,,,,,,,,
"Red Lake Electric Coop, Inc",,,Cooperative,"4,532",,,,"5,648",,,"97,900",,,5.77,,,,,,,,
Red River Valley Coop Pwr Assn,,,Cooperative,"4,021",,,,"5,747",,,"89,425",,,6.43,,,,,,,,
Redwood Electric Cooperative,,,Cooperative,"2,400",,,,"3,871",,,"48,423",,,7.99,,,,,,,,
State Electric Utility,,,Class of Ownership,Number of Consumers,,Revenue (thousand dollars),,,Sales (thousand kilowatthours),,,,,"Average Revenue
per kilowatthour (cents)",,,,,,,,
Redwood Falls Public Util Comm,,,Publicly Owned,"2,261",,"1,352",,,"30,692",,,,,4.41,,,,,,,,
Renville-Sibley Coop Pwr Assn,,,Cooperative,"1,910",,"3,070",,,"47,038",,,,,6.53,,,,,,,,
Rochester Public Utilities,,,Publicly Owned,"37,196",,"23,183",,,"281,644",,,,,8.23,,,,,,,,
Roseau City of,,,Publicly Owned,"1,132",,860,,,"16,808",,,,,5.12,,,,,,,,
"Roseau Electric Coop, Inc",,,Cooperative,"5,659",,"6,491",,,"112,128",,,,,5.79,,,,,,,,
Round Lake City of,,,Publicly Owned,215,,123,,,"1,811",,,,,6.79,,,,,,,,
Runestone Electric Association,,,Cooperative,"11,049",,"10,425",,,"136,784",,,,,7.62,,,,,,,,
Rushford City of,,,Publicly Owned,740,,431,,,"6,152",,,,,7.01,,,,,,,,
Rushmore City of,,,Publicly Owned,175,,100,,,"1,336",,,,,7.49,,,,,,,,
Saint Peter City of,,,Publicly Owned,"3,162",,"1,995",,,"23,292",,,,,8.57,,,,,,,,
Sauk Centre City of,,,Publicly Owned,"1,765",,919,,,"17,341",,,,,5.30,,,,,,,,
Shakopee Public Utilities Comm,,,Publicly Owned,"10,124",,"6,689",,,"83,507",,,,,8.01,,,,,,,,
Shelly City of,,,Publicly Owned,120,,92,,,"1,587",,,,,5.80,,,,,,,,
Sioux Valley SW Elec Coop,,,Cooperative,"2,669",,"4,238",,,"59,588",,,,,7.11,,,,,,,,
Sleepy Eye Public Utility Comm,,,Publicly Owned,"1,120",,856,,,"12,923",,,,,6.62,,,,,,,,
South Central Electric Assn,,,Cooperative,"3,499",,"4,595",,,"67,305",,,,,6.83,,,,,,,,
Spring Grove City of,,,Publicly Owned,616,,286,,,"4,116",,,,,6.95,,,,,,,,
Spring Valley Pub Utils Comm,,,Publicly Owned,"1,236",,684,,,"8,365",,,,,8.18,,,,,,,,
Springfield Public Utils Comm,,,Publicly Owned,996,,523,,,"9,042",,,,,5.78,,,,,,,,
St Charles City of,,,Publicly Owned,"1,381",,682,,,"10,507",,,,,6.49,,,,,,,,
St James City of,,,Publicly Owned,"1,852",,925,,,"17,825",,,,,5.19,,,,,,,,
Staples City of,,,Publicly Owned,"1,148",,649,,,"9,568",,,,,6.78,,,,,,,,
Stearns Cooperative Elec Assn,,,Cooperative,"17,921",,"19,604",,,"279,484",,,,,7.01,,,,,,,,
